Title,Budget,Gross,IMDb Rating,Metascore,Reviews,Likes,Success/Flop
Smokey and the Bandit Part 3,9000000,7000000,4.5,4.5,136,14.896,Flop
The Snowman,35000000,43203413,5.201,5.201,2054,12.904,Success
Trust,9500000,120000,6.551,6.551,850,13.649,Flop
The Monkey King 2,68490000,193677158,5.819,5.819,83,13.641,Success
The Manchurian Candidate,2200000,7700000,7.6,7.6,589,11.896,Success
Birth of the Dragon,31000000,7125027,5.746,5.746,264,15.653,Flop
Love Story,2200000,136400000,6.8,6.8,597,12.624,Success
Mike and Dave Need Wedding Dates,33000000,77068246,6.07,6.07,2305,17.672,Success
Billy Lynn's Long Halftime Walk,40000000,30930984,6.0,6.0,514,16.4,Flop
The Cowboys,6000000,7500000,7.211,7.211,199,15.343,Success
Fallen,46000000,25232289,6.759,6.759,1211,17.672,Flop
You Again,20000000,32054369,6.302,6.302,1155,11.396,Success
The Legend of Hercules,70000000,61279452,4.767,4.767,1205,14.147,Flop
Wimbledon,31000000,41512007,6.17,6.17,883,13.644,Success
Iceman,25477000,26033917,5.5,5.5,175,13.396,Success
First Reformed,3500000,2525738,7.023,7.023,1175,12.101,Flop
Monty Python's The Meaning of Life,9000000,14949697,7.329,7.329,1642,12.341,Success
Karan Arjun,1850000,16540000,6.722,6.722,88,10.78,Success
Ek Tha Tiger,12000000,51000000,6.083,6.083,151,12.893,Success
The Kid,65000000,110317580,6.482,6.482,833,12.141,Success
High Life,8933400,2133033,5.765,5.765,951,14.399,Flop
Get Hard,40000000,111811453,6.011,6.011,2457,17.629,Success
Whatever It Takes,15000000,9902115,5.8,5.8,248,17.625,Flop
Rescue Dawn,10000000,7177143,6.934,6.934,1068,13.59,Flop
The Last Full Measure,20000000,3364426,7.487,7.487,392,13.902,Flop
Porky's II: The Next Day,6500000,33759266,5.723,5.723,267,10.388,Success
Be Cool,53000000,95226116,5.429,5.429,784,12.639,Success
The Saint,68000000,118063304,6.081,6.081,998,13.386,Success
Bad Dreams,4000000,9797098,5.735,5.735,85,10.684,Success
Happily N'Ever After,47000000,38085778,4.99,4.99,382,14.886,Flop
Under the Tuscan Sun,18000000,58878723,6.838,6.838,740,14.135,Success
Benji,6000000,585333,6.952,6.952,271,12.142,Flop
Invictus,60000000,122426792,7.188,7.188,3771,12.285,Success
High Fidelity,30000000,47126295,7.139,7.139,1722,14.834,Success
The Robe,4100000,36000000,6.871,6.871,197,13.384,Success
Buried,1987650,19152480,6.624,6.624,2529,14.085,Success
Touch of Evil,829000,2247500,7.777,7.777,1249,12.383,Success
The Informers,18000000,382174,4.718,4.718,186,17.566,Flop
Evita,55000000,141047179,6.1,6.1,419,12.54,Success
Heartbreakers,35000000,57756408,6.044,6.044,788,16.331,Success
Mannequin Two: On the Move,13000000,3752426,5.9,5.9,126,13.63,Flop
My Best Friend's Girl,20000000,41624687,5.659,5.659,669,16.382,Success
The Hard Way,24000000,65595485,6.2,6.2,352,12.88,Success
A Midsummer Night's Dream,11000000,16071990,6.454,6.454,314,14.581,Success
Premium Rush,35000000,31083599,6.316,6.316,1910,11.382,Flop
Mongol: The Rise of Genghis Khan,18000000,26527510,6.712,6.712,542,13.38,Success
Assassins,50000000,30303072,6.472,6.472,1368,17.521,Flop
Encino Man,7000000,40693477,5.793,5.793,569,11.827,Success
Turner & Hooch,13000000,71079915,6.352,6.352,1137,12.877,Success
Thank You for Your Service,20000000,9438370,6.538,6.538,312,11.334,Flop
The Endless,1000000,956425,6.339,6.339,923,12.134,Flop
The Blob,110000,4000000,6.24,6.24,512,9.377,Success
Barbershop 2: Back in Business,18000000,65070412,5.9,5.9,226,13.127,Success
He Got Game,25000000,21567853,6.8,6.8,619,12.627,Flop
The Kingdom,70000000,86658558,6.674,6.674,1425,14.627,Success
The End of the Affair,23000000,10827816,6.623,6.623,218,12.126,Flop
Waves,6000000,2576990,7.425,7.425,538,16.738,Flop
The Inbetweeners Movie,4478250,88823111,6.156,6.156,807,11.128,Success
Valentine,10000000,16300000,5.477,5.477,479,10.076,Success
Demolition,10000000,4366460,6.765,6.765,1919,13.629,Flop
Capone,20600000,858281,5.002,5.002,308,11.89,Flop
Stir of Echoes,12000000,21133087,6.662,6.662,1051,17.489,Success
Riding in Cars with Boys,48000000,35743308,6.818,6.818,404,12.125,Flop
The Prodigy,6000000,21150265,6.14,6.14,882,10.835,Success
Death Race 2000,300000,8000000,6.0,6.0,400,15.374,Success
Hunt for the Wilderpeople,2500000,23915910,7.689,7.689,1802,16.13,Success
Whiteout,40000000,17976667,5.545,5.545,648,13.325,Flop
Real Genius,8000000,12952019,6.708,6.708,367,11.623,Success
The Mission,24500000,17218023,7.403,7.403,1224,12.823,Flop
The Taking of Pelham 1 2 3,100000000,150166126,6.331,6.331,2807,16.274,Success
Life or Something Like It,40000000,16872671,5.7,5.7,432,17.473,Flop
Crocodile Dundee in Los Angeles,21150000,39438674,5.24,5.24,541,15.373,Success
The Painted Veil,19400000,26910847,7.249,7.249,1033,15.373,Success
Flubber,80000000,177977226,5.639,5.639,2131,13.622,Success
Grumpier Old Men,25000000,71500000,6.473,6.473,330,13.621,Success
The Net,22000000,110627965,5.974,5.974,1161,12.871,Success
Beyond a Reasonable Doubt,25000000,4388563,5.7,5.7,264,11.622,Flop
Frantic,20000000,17637950,6.707,6.707,875,15.02,Flop
"Aguirre, the Wrath of God",370000,37041,7.522,7.522,936,11.82,Flop
Wag the Dog,15000000,64256513,6.975,6.975,807,14.77,Success
Godzilla Raids Again,800000,1952653,5.9,5.9,209,12.12,Success
The Alamo,12000000,7900000,7.2,7.2,297,14.87,Flop
The Phantom,45000000,17300889,5.215,5.215,498,11.369,Flop
Day Watch,4200000,42918532,6.133,6.133,459,14.12,Success
Land of the Dead,15000000,47074133,6.183,6.183,1380,17.433,Success
City Lights,1500000,4250000,8.326,8.326,1890,17.433,Success
Cocktail,20000000,171504781,6.079,6.079,1256,17.431,Success
K-19: The Widowmaker,100000000,35168966,6.472,6.472,857,12.317,Flop
Serial (Bad) Weddings,13000000,176404493,6.673,6.673,3211,12.07,Success
Fair Game,50000000,11534477,5.01,5.01,248,17.412,Flop
The Incredible Burt Wonderstone,30000000,27437881,5.631,5.631,1295,13.119,Flop
Howard the Duck,37000000,37962774,5.414,5.414,886,17.365,Success
The Walk,35000000,61181942,6.962,6.962,2932,13.57,Success
Lords of Dogtown,25000000,13411957,7.096,7.096,664,12.616,Flop
Meet Bill,5000000,346592,6.1,6.1,274,9.117,Flop
Mank,25000000,122252,6.8,6.8,1403,12.633,Flop
The Bounty Hunter,40000000,136333522,5.841,5.841,2600,15.367,Success
The Death and Life of Bobby Z,22000000,413454,6.188,6.188,333,15.115,Flop
Pathfinder,45000000,30822861,5.606,5.606,600,16.365,Flop
Up in the Air,25000000,166842739,6.84,6.84,3246,17.387,Success
The Thirteenth Floor,16000000,18564088,7.03,7.03,1112,15.813,Success
Tommy,5000000,34251525,6.429,6.429,274,12.361,Success
Like Water for Chocolate,2000000,21744201,7.262,7.262,406,16.361,Success
The White Masai,7000000,22632255,6.4,6.4,54,12.482,Success
Black Christmas,620000,4053000,6.92,6.92,641,11.36,Success
Young Adult,12000000,22939027,5.783,5.783,1103,13.363,Success
Tin Cup,45000000,53854588,6.034,6.034,454,17.357,Success
Hell or High Water,12000000,37589296,7.306,7.306,4050,17.352,Success
The People vs. Larry Flynt,36000000,20300385,6.958,6.958,957,15.26,Flop
An Inconvenient Truth,1000000,46243000,6.967,6.967,776,9.86,Success
Fort Apache,2500000,3000000,7.051,7.051,302,14.309,Success
The Ward,10000000,5343820,5.788,5.788,1090,12.111,Flop
Multiplicity,45000000,21075014,5.745,5.745,465,14.607,Flop
Arthur,7000000,95461682,6.518,6.518,366,16.107,Success
Good Burger,8500000,23700000,6.0,6.0,415,16.358,Success
That Awkward Moment,8000000,45640143,6.144,6.144,2476,15.36,Success
Team America: World Police,32000000,50907422,6.698,6.698,1635,13.107,Success
The Round Up,20000000,25346148,7.594,7.594,929,10.808,Success
The Five-Year Engagement,30000000,54169363,5.835,5.835,1215,12.358,Success
Trouble with the Curve,60000000,49000000,6.943,6.943,1368,15.058,Flop
The Adventurer: The Curse of the Midas Box,25000000,6399,5.692,5.692,203,14.609,Flop
Problem Child 2,15000000,32704700,5.846,5.846,531,17.311,Success
Silent Movie,4400000,36145695,6.538,6.538,253,11.104,Success
Bandidas,35000000,18381890,6.017,6.017,998,16.556,Flop
The Big Hit,13000000,27007143,5.883,5.883,355,17.301,Success
The Frozen Ground,27220000,5496951,6.3,6.3,1311,15.107,Flop
Thank You for Smoking,6500000,24793509,7.194,7.194,1901,10.855,Success
Drugstore Cowboy,2500000,4729352,7.144,7.144,453,15.851,Success
Solaris,47000000,30002758,5.909,5.909,1147,14.052,Flop
Titan A.E.,75000000,36754634,6.579,6.579,956,17.27,Flop
The Lady from Shanghai,2300000,1564609,7.407,7.407,551,10.551,Flop
Silver Streak,6500000,51079064,6.731,6.731,273,10.1,Success
Renegades,66190000,2602149,5.675,5.675,286,14.608,Flop
The Little Vampire,35000000,27965865,6.798,6.798,359,15.851,Flop
Bad Lieutenant,1000000,2019469,7.063,7.063,729,13.55,Success
Intolerance: Love's Struggle Throughout the Ages,385907,1750000,7.171,7.171,295,10.85,Success
Fat Albert,26000000,48563556,5.174,5.174,227,11.849,Success
Anonymous,30000000,15395087,6.414,6.414,663,12.101,Flop
Killing Them Softly,15000000,37930465,6.042,6.042,1910,17.237,Success
The Love Guru,62000000,40854735,4.174,4.174,637,14.049,Flop
Devil in a Blue Dress,27000000,16140822,6.3,6.3,322,17.237,Flop
Flipper,25530000,20080020,5.553,5.553,281,12.347,Flop
The Promise,90000000,12448676,6.948,6.948,400,10.853,Flop
Sorry to Bother You,3200000,18200000,6.8,6.8,1340,12.302,Success
Last Man Standing,67000000,47267001,6.3,6.3,750,13.345,Flop
Zulu,1720000,8000000,7.386,7.386,436,14.596,Success
Jakob the Liar,45000000,4956701,6.672,6.672,332,10.495,Flop
Ramona and Beezus,15000000,27293743,6.535,6.535,713,16.347,Success
City by the Sea,40000000,22433915,5.747,5.747,299,13.845,Flop
Emma,6000000,22231658,6.715,6.715,532,10.594,Success
Ne Zha,20000000,742500000,7.906,7.906,342,15.606,Success
The Nut Job 2: Nutty by Nature,40000000,65146020,5.969,5.969,357,17.21,Success
The Muppet Movie,8000000,65200000,7.146,7.146,507,15.043,Success
Rumble Fish,10000000,2494480,6.994,6.994,581,17.195,Flop
Fame,18000000,77211836,5.7,5.7,335,11.844,Success
Married to the Mob,10000000,21486757,5.9,5.9,217,14.092,Success
The Siege,70000000,116672912,6.285,6.285,1161,12.842,Success
Star Trek: Generations,38000000,120000000,6.52,6.52,1151,15.443,Success
Maverick,75000000,183031272,6.851,6.851,1390,14.791,Success
¡Three Amigos!,25000000,39200000,6.34,6.34,839,10.091,Success
Rockstar,10920000,19660000,7.202,7.202,156,7.361,Success
The Lizzie McGuire Movie,17000000,55534455,6.316,6.316,1166,12.591,Success
The Man,33000000,13485145,5.731,5.731,480,9.342,Flop
Paris Je T'aime,13000000,4857367,6.765,6.765,654,14.091,Flop
The Red Violin,18000000,9495408,7.413,7.413,360,14.09,Flop
My Life in Ruins,17000000,20455276,6.1,6.1,360,15.841,Success
Harry and the Hendersons,10000000,49998613,6.095,6.095,610,11.089,Success
Inland Empire,15000000,4045770,7.1,7.1,938,17.156,Flop
Biker Boyz,24000000,23510601,6.199,6.199,312,11.289,Flop
Little Buddha,35000000,4858139,6.3,6.3,357,13.088,Flop
Dhoom 2,11000000,46396427,6.582,6.582,208,8.09,Success
Paranoia,35000000,13785015,5.7,5.7,771,11.841,Flop
Angels in the Outfield,31000000,50236831,5.957,5.957,372,10.587,Success
Help! I'm a Fish,18000000,5595327,6.607,6.607,354,17.146,Flop
Flatliners,19000000,45158254,5.679,5.679,2111,16.045,Success
The Secret of Kells,8000000,1803412,7.4,7.4,585,16.089,Flop
Idle Hands,25000000,4152230,6.13,6.13,568,12.588,Flop
Acrimony,20000000,34764055,6.798,6.798,349,13.096,Success
Dead Ringers,13000000,8038508,7.13,7.13,738,13.086,Flop
Catch and Release,25000000,16162580,5.905,5.905,514,11.838,Flop
The Boss,29000000,78636257,5.846,5.846,1230,11.842,Success
Vertical Limit,75000000,215663859,5.996,5.996,914,14.086,Success
Terms of Endearment,8000000,108423749,7.1,7.1,649,13.835,Success
Hellraiser: Bloodline,4000000,16675000,5.244,5.244,441,15.335,Success
American Ultra,28000000,27139524,6.08,6.08,2563,16.84,Flop
Sweet Smell of Success,3400000,2500000,7.7,7.7,393,12.23,Flop
K-PAX,48000000,50315140,7.187,7.187,2109,15.036,Success
See No Evil,8000000,18707966,5.432,5.432,560,17.121,Success
The Mother,2500000,1062253,6.1,6.1,44,11.905,Flop
Apostasy,500000,434336,6.9,6.9,51,12.621,Flop
Final Fantasy: The Spirits Within,137000000,85131830,6.178,6.178,1310,17.111,Flop
Friend Request,9900000,10975390,5.543,5.543,1158,11.038,Success
Still Alice,5000000,43884652,7.497,7.497,2830,12.487,Success
Rookie of the Year,31000000,56500758,6.136,6.136,294,15.082,Success
Caddyshack,6000000,39846344,6.628,6.628,997,17.095,Success
BloodRayne,25000000,3650275,4.143,4.143,473,13.483,Flop
The Break-Up,52000000,205668210,5.857,5.857,2459,17.083,Success
Race to Witch Mountain,50000000,106303988,5.828,5.828,1551,15.082,Success
Take Shelter,5000000,3099314,7.044,7.044,1532,12.083,Flop
Pandorum,33000000,20648328,6.547,6.547,2095,16.782,Flop
The Dinner Game,12500000,78599508,7.776,7.776,1690,12.231,Success
Gray's Anatomy,350000,29090,6.69,6.69,29,9.949,Flop
Crossing Over,25000000,1037335,6.132,6.132,311,10.081,Flop
Speed Zone,18000000,3077361,4.44,4.44,67,9.839,Flop
Primal,9000000,146863,5.686,5.686,295,16.093,Flop
Bachelorette,3000000,11947954,5.428,5.428,1119,16.582,Success
Replicas,30000000,8100000,6.046,6.046,1184,15.088,Flop
A Walk in the Woods,8000000,37461274,6.1,6.1,624,9.833,Success
Domestic Disturbance,75000000,54249294,5.789,5.789,360,10.129,Flop
Zatoichi,2500000,34196922,7.252,7.252,753,11.829,Success
Cyrano,20000000,3000000,6.472,6.472,229,17.058,Flop
Bulletproof Monk,52000000,37713879,5.472,5.472,804,13.078,Flop
The Fast and the Furious,38000000,207283925,6.958,6.958,8999,12.18,Success
Isn't It Romantic,31000000,48800000,6.231,6.231,3301,15.838,Success
Samba,20000000,151530,6.341,6.341,883,10.832,Flop
One Direction: This Is Us,10000000,68500000,8.354,8.354,973,11.58,Success
Rushmore,9000000,17096053,7.423,7.423,2176,15.727,Success
Zoo,4000000,231719,6.736,6.736,91,16.814,Flop
The Hunchback of Notre Dame,1800000,6877900,7.253,7.253,160,15.826,Success
Domino,50000000,22944502,5.939,5.939,1091,13.327,Flop
Hud,2500000,10000000,7.301,7.301,254,14.076,Success
Battle of the Bulge,6500000,11118000,6.965,6.965,215,12.826,Success
Labor Day,18000000,20275812,6.968,6.968,999,16.328,Success
The Pink Panther Strikes Again,6000000,33833201,6.854,6.854,454,17.024,Success
Daddy Day Camp,6000000,18197398,4.826,4.826,406,15.326,Success
Fast Five,125000000,626137675,7.254,7.254,7406,14.698,Success
Bull Durham,7000000,50888000,6.669,6.669,494,15.573,Success
Thirteen Days,80000000,34566746,7.015,7.015,635,10.524,Flop
The Fury,5500000,24000000,6.273,6.273,306,10.072,Success
Shakespeare in Love,25000000,289317794,6.87,6.87,2767,13.272,Success
The Rocker,15000000,8762890,6.014,6.014,524,12.722,Flop
Dragged Across Concrete,15000000,660132,6.57,6.57,833,15.33,Flop
The Wave,7500000,19000000,7.498,7.498,3003,16.472,Success
Traitor,22000000,23530831,6.604,6.604,564,10.422,Success
Warlock,7000000,9094451,6.327,6.327,327,12.869,Success
Red Scorpion,16000000,4192440,6.0,6.0,220,9.819,Flop
Coal Miner's Daughter,15000000,67182787,7.292,7.292,212,12.669,Success
Grumpy Old Men,35100000,70200000,6.617,6.617,565,16.818,Success
Rendel,1686858,1891907,5.505,5.505,195,10.076,Success
The King and I,4550000,21300000,7.157,7.157,327,16.965,Success
A Conspiracy of Faith,5210000,5900000,7.006,7.006,499,12.323,Success
Beerfest,17500000,19179969,5.906,5.906,477,10.819,Success
Untraceable,35000000,52659594,6.168,6.168,772,10.518,Success
Shane,3100000,20000000,7.46,7.46,515,16.947,Success
Animal Kingdom,5000000,1000000,6.795,6.795,698,13.069,Flop
All the King's Men,55000000,9450897,5.797,5.797,259,15.068,Flop
The Unbearable Lightness of Being,17000000,10006806,6.974,6.974,384,16.943,Flop
Miss Bala,15000000,15200000,6.416,6.416,473,16.936,Success
6 Souls,22000000,851517,6.048,6.048,635,10.767,Flop
From Beyond,4500000,1261000,6.518,6.518,445,12.064,Flop
1941,35000000,94900000,5.825,5.825,523,12.264,Success
A Star Is Born,5019770,4335968,7.106,7.106,255,15.065,Flop
The Sweetest Thing,43000000,68696770,5.499,5.499,958,15.165,Success
Brother and Sister,4800000,369419,4.8,4.8,70,16.925,Flop
Osmosis Jones,75000000,13596911,6.501,6.501,924,16.919,Flop
An American Tail,9000000,84542002,6.722,6.722,1184,13.563,Success
"Lock, Stock and Two Smoking Barrels",1350000,28356188,8.129,8.129,5948,12.631,Success
All That Jazz,12000000,37823676,7.4,7.4,403,12.311,Success
No Escape,20000000,15340000,6.273,6.273,356,12.059,Flop
Elizabethtown,57000000,52164016,6.2,6.2,978,12.057,Flop
Blood: The Last Vampire,30000000,5874530,5.714,5.714,304,12.061,Flop
World's Greatest Dad,10000000,295750,6.595,6.595,520,16.874,Flop
American Ninja,1000000,10499694,5.962,5.962,357,11.408,Success
The Crucible,25000000,7343114,6.617,6.617,443,10.808,Flop
D.A.R.Y.L.,10000000,7840873,6.402,6.402,280,12.307,Flop
My Life Without Me,2500000,12300000,5.896,5.896,405,16.808,Success
The Danish Girl,15000000,64191523,7.609,7.609,5435,16.859,Success
Waking the Dead,8500000,327418,6.184,6.184,76,9.337,Flop
Agent Cody Banks,28000000,58795814,5.452,5.452,983,16.855,Success
Jessabelle,1000000,23456897,5.435,5.435,716,11.81,Success
Wayne's World 2,40000000,48198019,6.104,6.104,901,14.205,Success
True Crime,55000000,16649768,6.563,6.563,640,13.454,Flop
In the Valley of Elah,23000000,29541790,6.775,6.775,881,14.555,Success
The Last Legion,67000000,25303038,5.6,5.6,726,16.805,Flop
Serial (Bad) Weddings 2,18500000,87761857,5.883,5.883,1160,13.714,Success
Miller's Crossing,14000000,5080409,7.479,7.479,1428,15.803,Flop
Free State of Jones,50000000,25035950,6.72,6.72,1335,15.308,Flop
Peeping Tom,150000,83957,7.468,7.468,663,10.303,Flop
The Rules of Attraction,4000000,11832822,6.169,6.169,481,12.303,Success
All the Money in the World,50000000,56996304,6.487,6.487,2067,16.818,Success
Minuscule: Valley of the Lost Ants,19700000,30000000,6.939,6.939,394,12.056,Success
Blood and Chocolate,15000000,6340723,5.481,5.481,266,8.053,Flop
Stuber,16000000,32400000,6.683,6.683,1150,15.063,Success
Mutiny on the Bounty,19000000,13680000,7.0,7.0,252,14.552,Flop
This Is Spinal Tap,2500000,4736202,7.468,7.468,1224,12.3,Success
The Golden Child,25000000,79817939,5.906,5.906,943,16.8,Success
Barely Lethal,15000000,933847,5.767,5.767,974,16.754,Flop
The Way Way Back,4600000,23198652,7.126,7.126,1569,14.803,Success
Area 51,5000000,7556,4.778,4.778,517,12.404,Flop
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,100654149,6.199,6.199,1226,14.204,Success
The Men Who Stare at Goats,24000000,68729358,5.971,5.971,1994,11.551,Success
"See No Evil, Hear No Evil",18000000,46908987,6.733,6.733,844,14.798,Success
Tess,12000000,20101247,7.0,7.0,283,12.548,Success
The Wraith,2700000,3500000,6.398,6.398,372,16.783,Success
A Ghost Story,100000,1929659,7.106,7.106,2082,13.055,Success
Bandits,75000000,67631903,6.3,6.3,862,12.299,Flop
